oblig_id	category	source_id	title_zh	evidence_pointer	carried_from	status	terminal_criterion_zh
P3G-OB-657	HOST-T5-BY-SIDE	T5:bin/riscv32-wch-elf-as|L3-FEAT-OPCODE-NAMESPACE|MAPPED-TERMINAL|OURS-V2	bin/riscv32-wch-elf-as（侧 OURS-V2）：1 条 functional 区间行（16608 字节，实现组 BINUTILS-GAS，段 section:__TEXT,__const），feature 候选 L3-FEAT-OPCODE-NAMESPACE，mapping_verdict MAPPED-TERMINAL；由 P3G-OB-034 按侧拆分而来，本条只对该侧终局。	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows-by-side.tsv#L64-L64;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L75	P3G-OB-034	CARRIED	【裁决对象限定：side=OURS-V2】该组区间行在 T7 于 OURS-V3.1 上重新验证其 feature 归属与终局状态（whole __TEXT,__text 不得以实现组件泛化归属代替逐函数归因），得到 feature 级归因结论或如实保留 unresolved，方算终局。 本条只对 OURS-V2 侧的上述区间行作终局裁决；其余侧由同组其他按侧义务分别裁决，原义务 P3G-OB-034 已按侧拆分、不再作为终局单元。
P3G-OB-658	HOST-T5-BY-SIDE	T5:bin/riscv32-wch-elf-as|L3-FEAT-OPCODE-NAMESPACE|MAPPED-TERMINAL|UPSTREAM-MATCHED	bin/riscv32-wch-elf-as（侧 UPSTREAM-MATCHED）：1 条 functional 区间行（16592 字节，实现组 BINUTILS-GAS，段 section:__TEXT,__const），feature 候选 L3-FEAT-OPCODE-NAMESPACE，mapping_verdict MAPPED-TERMINAL；由 P3G-OB-034 按侧拆分而来，本条只对该侧终局。	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows-by-side.tsv#L65-L65;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L69	P3G-OB-034	CARRIED	【裁决对象限定：side=UPSTREAM-MATCHED】该组区间行在 T7 于 OURS-V3.1 上重新验证其 feature 归属与终局状态（whole __TEXT,__text 不得以实现组件泛化归属代替逐函数归因），得到 feature 级归因结论或如实保留 unresolved，方算终局。 本条只对 UPSTREAM-MATCHED 侧的上述区间行作终局裁决；其余侧由同组其他按侧义务分别裁决，原义务 P3G-OB-034 已按侧拆分、不再作为终局单元。
P3G-OB-659	HOST-T5-BY-SIDE	T5:bin/riscv32-wch-elf-as|L3-FEAT-OPCODE-NAMESPACE|MAPPED-TERMINAL|UPSTREAM-P2	bin/riscv32-wch-elf-as（侧 UPSTREAM-P2）：1 条 functional 区间行（16592 字节，实现组 BINUTILS-GAS，段 section:__TEXT,__const），feature 候选 L3-FEAT-OPCODE-NAMESPACE，mapping_verdict MAPPED-TERMINAL；由 P3G-OB-034 按侧拆分而来，本条只对该侧终局。	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows-by-side.tsv#L66-L66;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L63	P3G-OB-034	CARRIED	【裁决对象限定：side=UPSTREAM-P2】该组区间行在 T7 于 OURS-V3.1 上重新验证其 feature 归属与终局状态（whole __TEXT,__text 不得以实现组件泛化归属代替逐函数归因），得到 feature 级归因结论或如实保留 unresolved，方算终局。 本条只对 UPSTREAM-P2 侧的上述区间行作终局裁决；其余侧由同组其他按侧义务分别裁决，原义务 P3G-OB-034 已按侧拆分、不再作为终局单元。
P3G-OB-660	HOST-T5-BY-SIDE	T5:bin/riscv32-wch-elf-as|L3-FEAT-OPCODE-NAMESPACE|MAPPED-TERMINAL|WCH	bin/riscv32-wch-elf-as（侧 WCH）：1 条 functional 区间行（26656 字节，实现组 BINUTILS-GAS，段 section:__TEXT,__const），feature 候选 L3-FEAT-OPCODE-NAMESPACE，mapping_verdict MAPPED-TERMINAL；由 P3G-OB-034 按侧拆分而来，本条只对该侧终局。	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows-by-side.tsv#L67-L67;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L56	P3G-OB-034	CARRIED	【裁决对象限定：side=WCH】该组区间行在 T7 于 OURS-V3.1 上重新验证其 feature 归属与终局状态（whole __TEXT,__text 不得以实现组件泛化归属代替逐函数归因），得到 feature 级归因结论或如实保留 unresolved，方算终局。 本条只对 WCH 侧的上述区间行作终局裁决；其余侧由同组其他按侧义务分别裁决，原义务 P3G-OB-034 已按侧拆分、不再作为终局单元。
P3G-OB-661	HOST-T5-BY-SIDE	T5:bin/riscv32-wch-elf-as|L3-FEAT-XW-ASSEMBLY|MAPPED-TERMINAL|OURS-V2	bin/riscv32-wch-elf-as（侧 OURS-V2）：1 条 functional 区间行（233800 字节，实现组 BINUTILS-GAS，段 section:__DATA_CONST,__const），feature 候选 L3-FEAT-XW-ASSEMBLY，mapping_verdict MAPPED-TERMINAL；由 P3G-OB-035 按侧拆分而来，本条只对该侧终局。	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows-by-side.tsv#L68-L68;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L78	P3G-OB-035	CARRIED	【裁决对象限定：side=OURS-V2】该组区间行在 T7 于 OURS-V3.1 上重新验证其 feature 归属与终局状态（whole __TEXT,__text 不得以实现组件泛化归属代替逐函数归因），得到 feature 级归因结论或如实保留 unresolved，方算终局。 本条只对 OURS-V2 侧的上述区间行作终局裁决；其余侧由同组其他按侧义务分别裁决，原义务 P3G-OB-035 已按侧拆分、不再作为终局单元。
P3G-OB-662	HOST-T5-BY-SIDE	T5:bin/riscv32-wch-elf-as|L3-FEAT-XW-ASSEMBLY|MAPPED-TERMINAL|UPSTREAM-MATCHED	bin/riscv32-wch-elf-as（侧 UPSTREAM-MATCHED）：1 条 functional 区间行（232680 字节，实现组 BINUTILS-GAS，段 section:__DATA_CONST,__const），feature 候选 L3-FEAT-XW-ASSEMBLY，mapping_verdict MAPPED-TERMINAL；由 P3G-OB-035 按侧拆分而来，本条只对该侧终局。	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows-by-side.tsv#L69-L69;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L72	P3G-OB-035	CARRIED	【裁决对象限定：side=UPSTREAM-MATCHED】该组区间行在 T7 于 OURS-V3.1 上重新验证其 feature 归属与终局状态（whole __TEXT,__text 不得以实现组件泛化归属代替逐函数归因），得到 feature 级归因结论或如实保留 unresolved，方算终局。 本条只对 UPSTREAM-MATCHED 侧的上述区间行作终局裁决；其余侧由同组其他按侧义务分别裁决，原义务 P3G-OB-035 已按侧拆分、不再作为终局单元。
P3G-OB-663	HOST-T5-BY-SIDE	T5:bin/riscv32-wch-elf-as|L3-FEAT-XW-ASSEMBLY|MAPPED-TERMINAL|UPSTREAM-P2	bin/riscv32-wch-elf-as（侧 UPSTREAM-P2）：1 条 functional 区间行（232680 字节，实现组 BINUTILS-GAS，段 section:__DATA_CONST,__const），feature 候选 L3-FEAT-XW-ASSEMBLY，mapping_verdict MAPPED-TERMINAL；由 P3G-OB-035 按侧拆分而来，本条只对该侧终局。	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows-by-side.tsv#L70-L70;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L66	P3G-OB-035	CARRIED	【裁决对象限定：side=UPSTREAM-P2】该组区间行在 T7 于 OURS-V3.1 上重新验证其 feature 归属与终局状态（whole __TEXT,__text 不得以实现组件泛化归属代替逐函数归因），得到 feature 级归因结论或如实保留 unresolved，方算终局。 本条只对 UPSTREAM-P2 侧的上述区间行作终局裁决；其余侧由同组其他按侧义务分别裁决，原义务 P3G-OB-035 已按侧拆分、不再作为终局单元。
P3G-OB-664	HOST-T5-BY-SIDE	T5:bin/riscv32-wch-elf-as|L3-FEAT-XW-ASSEMBLY|MAPPED-TERMINAL|WCH	bin/riscv32-wch-elf-as（侧 WCH）：2 条 functional 区间行（1154708 字节，实现组 BINUTILS-GAS，段 section:__DATA_CONST,__const、section:__TEXT,__text），feature 候选 L3-FEAT-XW-ASSEMBLY，mapping_verdict MAPPED-TERMINAL；由 P3G-OB-035 按侧拆分而来，本条只对该侧终局。	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows-by-side.tsv#L71-L72;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L54;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L60	P3G-OB-035	CARRIED	【裁决对象限定：side=WCH】该组区间行在 T7 于 OURS-V3.1 上重新验证其 feature 归属与终局状态（whole __TEXT,__text 不得以实现组件泛化归属代替逐函数归因），得到 feature 级归因结论或如实保留 unresolved，方算终局。 本条只对 WCH 侧的上述区间行作终局裁决；其余侧由同组其他按侧义务分别裁决，原义务 P3G-OB-035 已按侧拆分、不再作为终局单元。
P3G-OB-665	HOST-T5-BY-SIDE	T5:bin/riscv32-wch-elf-as|L3-FEAT-XW-ASSEMBLY,L4-FEAT-ELFEDIT-MMAP|MAPPED-TERMINAL|OURS-V2	bin/riscv32-wch-elf-as（侧 OURS-V2）：1 条 functional 区间行（883272 字节，实现组 BINUTILS-GAS，段 section:__TEXT,__text），feature 候选 L3-FEAT-XW-ASSEMBLY,L4-FEAT-ELFEDIT-MMAP，mapping_verdict MAPPED-TERMINAL；由 P3G-OB-036 按侧拆分而来，本条只对该侧终局。	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows-by-side.tsv#L73-L73;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L74	P3G-OB-036	CARRIED	【裁决对象限定：side=OURS-V2】该组区间行在 T7 于 OURS-V3.1 上重新验证其 feature 归属与终局状态（whole __TEXT,__text 不得以实现组件泛化归属代替逐函数归因），得到 feature 级归因结论或如实保留 unresolved，方算终局。 本条只对 OURS-V2 侧的上述区间行作终局裁决；其余侧由同组其他按侧义务分别裁决，原义务 P3G-OB-036 已按侧拆分、不再作为终局单元。
P3G-OB-666	HOST-T5-BY-SIDE	T5:bin/riscv32-wch-elf-as|L3-FEAT-XW-ASSEMBLY,L4-FEAT-ELFEDIT-MMAP|MAPPED-TERMINAL|UPSTREAM-MATCHED	bin/riscv32-wch-elf-as（侧 UPSTREAM-MATCHED）：1 条 functional 区间行（883504 字节，实现组 BINUTILS-GAS，段 section:__TEXT,__text），feature 候选 L3-FEAT-XW-ASSEMBLY,L4-FEAT-ELFEDIT-MMAP，mapping_verdict MAPPED-TERMINAL；由 P3G-OB-036 按侧拆分而来，本条只对该侧终局。	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows-by-side.tsv#L74-L74;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L68	P3G-OB-036	CARRIED	【裁决对象限定：side=UPSTREAM-MATCHED】该组区间行在 T7 于 OURS-V3.1 上重新验证其 feature 归属与终局状态（whole __TEXT,__text 不得以实现组件泛化归属代替逐函数归因），得到 feature 级归因结论或如实保留 unresolved，方算终局。 本条只对 UPSTREAM-MATCHED 侧的上述区间行作终局裁决；其余侧由同组其他按侧义务分别裁决，原义务 P3G-OB-036 已按侧拆分、不再作为终局单元。
P3G-OB-667	HOST-T5-BY-SIDE	T5:bin/riscv32-wch-elf-as|L3-FEAT-XW-ASSEMBLY,L4-FEAT-ELFEDIT-MMAP|MAPPED-TERMINAL|UPSTREAM-P2	bin/riscv32-wch-elf-as（侧 UPSTREAM-P2）：1 条 functional 区间行（883160 字节，实现组 BINUTILS-GAS，段 section:__TEXT,__text），feature 候选 L3-FEAT-XW-ASSEMBLY,L4-FEAT-ELFEDIT-MMAP，mapping_verdict MAPPED-TERMINAL；由 P3G-OB-036 按侧拆分而来，本条只对该侧终局。	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows-by-side.tsv#L75-L75;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L62	P3G-OB-036	CARRIED	【裁决对象限定：side=UPSTREAM-P2】该组区间行在 T7 于 OURS-V3.1 上重新验证其 feature 归属与终局状态（whole __TEXT,__text 不得以实现组件泛化归属代替逐函数归因），得到 feature 级归因结论或如实保留 unresolved，方算终局。 本条只对 UPSTREAM-P2 侧的上述区间行作终局裁决；其余侧由同组其他按侧义务分别裁决，原义务 P3G-OB-036 已按侧拆分、不再作为终局单元。
P3G-OB-668	HOST-T5-BY-SIDE	T5:bin/riscv32-wch-elf-as|L3-FEAT-XW-DIAGNOSTICS,L1-FEAT-IDENTITY,L1-FEAT-ZSTD,L2-FEAT-QINGKE-CPU,L3-FEAT-DCXW-PRIORITY|MAPPED-TERMINAL|OURS-V2	bin/riscv32-wch-elf-as（侧 OURS-V2）：1 条 functional 区间行（192826 字节，实现组 BINUTILS-GAS，段 section:__TEXT,__cstring），feature 候选 L3-FEAT-XW-DIAGNOSTICS,L1-FEAT-IDENTITY,L1-FEAT-ZSTD,L2-FEAT-QINGKE-CPU,L3-FEAT-DCXW-PRIORITY，mapping_verdict MAPPED-TERMINAL；由 P3G-OB-037 按侧拆分而来，本条只对该侧终局。	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows-by-side.tsv#L76-L76;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L76	P3G-OB-037	CARRIED	【裁决对象限定：side=OURS-V2】该组区间行在 T7 于 OURS-V3.1 上重新验证其 feature 归属与终局状态（whole __TEXT,__text 不得以实现组件泛化归属代替逐函数归因），得到 feature 级归因结论或如实保留 unresolved，方算终局。 本条只对 OURS-V2 侧的上述区间行作终局裁决；其余侧由同组其他按侧义务分别裁决，原义务 P3G-OB-037 已按侧拆分、不再作为终局单元。
P3G-OB-669	HOST-T5-BY-SIDE	T5:bin/riscv32-wch-elf-as|L3-FEAT-XW-DIAGNOSTICS,L1-FEAT-IDENTITY,L1-FEAT-ZSTD,L2-FEAT-QINGKE-CPU,L3-FEAT-DCXW-PRIORITY|MAPPED-TERMINAL|UPSTREAM-MATCHED	bin/riscv32-wch-elf-as（侧 UPSTREAM-MATCHED）：1 条 functional 区间行（197460 字节，实现组 BINUTILS-GAS，段 section:__TEXT,__cstring），feature 候选 L3-FEAT-XW-DIAGNOSTICS,L1-FEAT-IDENTITY,L1-FEAT-ZSTD,L2-FEAT-QINGKE-CPU,L3-FEAT-DCXW-PRIORITY，mapping_verdict MAPPED-TERMINAL；由 P3G-OB-037 按侧拆分而来，本条只对该侧终局。	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows-by-side.tsv#L77-L77;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L70	P3G-OB-037	CARRIED	【裁决对象限定：side=UPSTREAM-MATCHED】该组区间行在 T7 于 OURS-V3.1 上重新验证其 feature 归属与终局状态（whole __TEXT,__text 不得以实现组件泛化归属代替逐函数归因），得到 feature 级归因结论或如实保留 unresolved，方算终局。 本条只对 UPSTREAM-MATCHED 侧的上述区间行作终局裁决；其余侧由同组其他按侧义务分别裁决，原义务 P3G-OB-037 已按侧拆分、不再作为终局单元。
P3G-OB-670	HOST-T5-BY-SIDE	T5:bin/riscv32-wch-elf-as|L3-FEAT-XW-DIAGNOSTICS,L1-FEAT-IDENTITY,L1-FEAT-ZSTD,L2-FEAT-QINGKE-CPU,L3-FEAT-DCXW-PRIORITY|MAPPED-TERMINAL|UPSTREAM-P2	bin/riscv32-wch-elf-as（侧 UPSTREAM-P2）：1 条 functional 区间行（192705 字节，实现组 BINUTILS-GAS，段 section:__TEXT,__cstring），feature 候选 L3-FEAT-XW-DIAGNOSTICS,L1-FEAT-IDENTITY,L1-FEAT-ZSTD,L2-FEAT-QINGKE-CPU,L3-FEAT-DCXW-PRIORITY，mapping_verdict MAPPED-TERMINAL；由 P3G-OB-037 按侧拆分而来，本条只对该侧终局。	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows-by-side.tsv#L78-L78;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L64	P3G-OB-037	CARRIED	【裁决对象限定：side=UPSTREAM-P2】该组区间行在 T7 于 OURS-V3.1 上重新验证其 feature 归属与终局状态（whole __TEXT,__text 不得以实现组件泛化归属代替逐函数归因），得到 feature 级归因结论或如实保留 unresolved，方算终局。 本条只对 UPSTREAM-P2 侧的上述区间行作终局裁决；其余侧由同组其他按侧义务分别裁决，原义务 P3G-OB-037 已按侧拆分、不再作为终局单元。
P3G-OB-671	HOST-T5-BY-SIDE	T5:bin/riscv32-wch-elf-as|L3-FEAT-XW-DIAGNOSTICS,L1-FEAT-IDENTITY,L1-FEAT-ZSTD,L2-FEAT-QINGKE-CPU,L3-FEAT-DCXW-PRIORITY,L3-FEAT-XW-ASSEMBLY|MAPPED-TERMINAL|WCH	bin/riscv32-wch-elf-as（侧 WCH）：1 条 functional 区间行（194095 字节，实现组 BINUTILS-GAS，段 section:__TEXT,__cstring），feature 候选 L3-FEAT-XW-DIAGNOSTICS,L1-FEAT-IDENTITY,L1-FEAT-ZSTD,L2-FEAT-QINGKE-CPU,L3-FEAT-DCXW-PRIORITY,L3-FEAT-XW-ASSEMBLY，mapping_verdict MAPPED-TERMINAL；由 P3G-OB-038 按侧拆分而来，本条只对该侧终局。	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows-by-side.tsv#L79-L79;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L57	P3G-OB-038	CARRIED	【裁决对象限定：side=WCH】该组区间行在 T7 于 OURS-V3.1 上重新验证其 feature 归属与终局状态（whole __TEXT,__text 不得以实现组件泛化归属代替逐函数归因），得到 feature 级归因结论或如实保留 unresolved，方算终局。 本条只对 WCH 侧的上述区间行作终局裁决；其余侧由同组其他按侧义务分别裁决，原义务 P3G-OB-038 已按侧拆分、不再作为终局单元。
P3G-OB-672	HOST-T5-BY-SIDE	T5:bin/riscv32-wch-elf-c++|-|RECLASSIFIED-PURE-HOST-ABI|OURS-V2	[回登·改判无效] bin/riscv32-wch-elf-c++（侧 OURS-V2）：3 条 functional 区间行（68980 字节，实现组 GCC-DRIVER，段 section:__TEXT,__eh_frame、section:__TEXT,__init_offsets、section:__TEXT,__unwind_info），feature 候选 -，mapping_verdict RECLASSIFIED-PURE-HOST-ABI；由 P3G-OB-039 按侧拆分而来，本条只对该侧终局。	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows-by-side.tsv#L80-L82;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L105;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L108-L109	P3G-OB-039	CARRIED	【裁决对象限定：side=OURS-V2】该组区间行在 T7 按 phase-3f 任务书 §9 原始强度做 feature 级函数/数据表归因（禁止以词法规则整类改判）；归因不上的按真 finding 立案走「静态存在 -> 动态触发 -> 归因」，确实无法归因的如实保留 unresolved，方算终局。 本条只对 OURS-V2 侧的上述区间行作终局裁决；其余侧由同组其他按侧义务分别裁决，原义务 P3G-OB-039 已按侧拆分、不再作为终局单元。
P3G-OB-673	HOST-T5-BY-SIDE	T5:bin/riscv32-wch-elf-c++|-|RECLASSIFIED-PURE-HOST-ABI|UPSTREAM-MATCHED	[回登·改判无效] bin/riscv32-wch-elf-c++（侧 UPSTREAM-MATCHED）：3 条 functional 区间行（68980 字节，实现组 GCC-DRIVER，段 section:__TEXT,__eh_frame、section:__TEXT,__init_offsets、section:__TEXT,__unwind_info），feature 候选 -，mapping_verdict RECLASSIFIED-PURE-HOST-ABI；由 P3G-OB-039 按侧拆分而来，本条只对该侧终局。	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows-by-side.tsv#L83-L85;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L97;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L100-L101	P3G-OB-039	CARRIED	【裁决对象限定：side=UPSTREAM-MATCHED】该组区间行在 T7 按 phase-3f 任务书 §9 原始强度做 feature 级函数/数据表归因（禁止以词法规则整类改判）；归因不上的按真 finding 立案走「静态存在 -> 动态触发 -> 归因」，确实无法归因的如实保留 unresolved，方算终局。 本条只对 UPSTREAM-MATCHED 侧的上述区间行作终局裁决；其余侧由同组其他按侧义务分别裁决，原义务 P3G-OB-039 已按侧拆分、不再作为终局单元。
P3G-OB-674	HOST-T5-BY-SIDE	T5:bin/riscv32-wch-elf-c++|-|RECLASSIFIED-PURE-HOST-ABI|UPSTREAM-P2	[回登·改判无效] bin/riscv32-wch-elf-c++（侧 UPSTREAM-P2）：3 条 functional 区间行（68980 字节，实现组 GCC-DRIVER，段 section:__TEXT,__eh_frame、section:__TEXT,__init_offsets、section:__TEXT,__unwind_info），feature 候选 -，mapping_verdict RECLASSIFIED-PURE-HOST-ABI；由 P3G-OB-039 按侧拆分而来，本条只对该侧终局。	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows-by-side.tsv#L86-L88;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L89;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L92-L93	P3G-OB-039	CARRIED	【裁决对象限定：side=UPSTREAM-P2】该组区间行在 T7 按 phase-3f 任务书 §9 原始强度做 feature 级函数/数据表归因（禁止以词法规则整类改判）；归因不上的按真 finding 立案走「静态存在 -> 动态触发 -> 归因」，确实无法归因的如实保留 unresolved，方算终局。 本条只对 UPSTREAM-P2 侧的上述区间行作终局裁决；其余侧由同组其他按侧义务分别裁决，原义务 P3G-OB-039 已按侧拆分、不再作为终局单元。
P3G-OB-675	HOST-T5-BY-SIDE	T5:bin/riscv32-wch-elf-c++|-|RECLASSIFIED-PURE-HOST-ABI|WCH	[回登·改判无效] bin/riscv32-wch-elf-c++（侧 WCH）：3 条 functional 区间行（70188 字节，实现组 GCC-DRIVER，段 section:__TEXT,__eh_frame、section:__TEXT,__init_offsets、section:__TEXT,__unwind_info），feature 候选 -，mapping_verdict RECLASSIFIED-PURE-HOST-ABI；由 P3G-OB-039 按侧拆分而来，本条只对该侧终局。	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows-by-side.tsv#L89-L91;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L81;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L84-L85	P3G-OB-039	CARRIED	【裁决对象限定：side=WCH】该组区间行在 T7 按 phase-3f 任务书 §9 原始强度做 feature 级函数/数据表归因（禁止以词法规则整类改判）；归因不上的按真 finding 立案走「静态存在 -> 动态触发 -> 归因」，确实无法归因的如实保留 unresolved，方算终局。 本条只对 WCH 侧的上述区间行作终局裁决；其余侧由同组其他按侧义务分别裁决，原义务 P3G-OB-039 已按侧拆分、不再作为终局单元。
P3G-OB-676	HOST-T5-BY-SIDE	T5:bin/riscv32-wch-elf-c++|-|RECLASSIFIED-PURE-HOST-DATA|OURS-V2	[回登·改判无效] bin/riscv32-wch-elf-c++（侧 OURS-V2）：1 条 functional 区间行（2768 字节，实现组 GCC-DRIVER，段 section:__DATA,__data），feature 候选 -，mapping_verdict RECLASSIFIED-PURE-HOST-DATA；由 P3G-OB-040 按侧拆分而来，本条只对该侧终局。	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows-by-side.tsv#L92-L92;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L111	P3G-OB-040	CARRIED	【裁决对象限定：side=OURS-V2】该组区间行在 T7 按 phase-3f 任务书 §9 原始强度做 feature 级函数/数据表归因（禁止以词法规则整类改判）；归因不上的按真 finding 立案走「静态存在 -> 动态触发 -> 归因」，确实无法归因的如实保留 unresolved，方算终局。 本条只对 OURS-V2 侧的上述区间行作终局裁决；其余侧由同组其他按侧义务分别裁决，原义务 P3G-OB-040 已按侧拆分、不再作为终局单元。
P3G-OB-677	HOST-T5-BY-SIDE	T5:bin/riscv32-wch-elf-c++|-|RECLASSIFIED-PURE-HOST-DATA|UPSTREAM-MATCHED	[回登·改判无效] bin/riscv32-wch-elf-c++（侧 UPSTREAM-MATCHED）：1 条 functional 区间行（2768 字节，实现组 GCC-DRIVER，段 section:__DATA,__data），feature 候选 -，mapping_verdict RECLASSIFIED-PURE-HOST-DATA；由 P3G-OB-040 按侧拆分而来，本条只对该侧终局。	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows-by-side.tsv#L93-L93;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L103	P3G-OB-040	CARRIED	【裁决对象限定：side=UPSTREAM-MATCHED】该组区间行在 T7 按 phase-3f 任务书 §9 原始强度做 feature 级函数/数据表归因（禁止以词法规则整类改判）；归因不上的按真 finding 立案走「静态存在 -> 动态触发 -> 归因」，确实无法归因的如实保留 unresolved，方算终局。 本条只对 UPSTREAM-MATCHED 侧的上述区间行作终局裁决；其余侧由同组其他按侧义务分别裁决，原义务 P3G-OB-040 已按侧拆分、不再作为终局单元。
P3G-OB-678	HOST-T5-BY-SIDE	T5:bin/riscv32-wch-elf-c++|-|RECLASSIFIED-PURE-HOST-DATA|UPSTREAM-P2	[回登·改判无效] bin/riscv32-wch-elf-c++（侧 UPSTREAM-P2）：1 条 functional 区间行（2768 字节，实现组 GCC-DRIVER，段 section:__DATA,__data），feature 候选 -，mapping_verdict RECLASSIFIED-PURE-HOST-DATA；由 P3G-OB-040 按侧拆分而来，本条只对该侧终局。	/Users/apple/Projects/openwch/tmp/phase3g-evidence/obligations/host-t5-rows-by-side.tsv#L94-L94;/Users/apple/Projects/openwch/tmp/phase3f-evidence/agents/binary-analysis/host-t5/functional-feature-mapping.tsv#L95	P3G-OB-040	CARRIED	【裁决对象限定：side=UPSTREAM-P2】该组区间行在 T7 按 phase-3f 任务书 §9 原始强度做 feature 级函数/数据表归因（禁止以词法规则整类改判）；归因不上的按真 finding 立案走「静态存在 -> 动态触发 -> 归因」，确实无法归因的如实保留 unresolved，方算终局。 本条只对 UPSTREAM-P2 侧的上述区间行作终局裁决；其余侧由同组其他按侧义务分别裁决，原义务 P3G-OB-040 已按侧拆分、不再作为终局单元。
