closure_row_id	phase3c_row_id	source_kind	source_file	obligation_classes	blocking_reason	target_disposition_path	disposition	v2_row_pointer	evidence	notes
P3F-CLOSURE-0427	L1-REG-WCH-ref__gcc__darwin-arm64__15_2_0__bin__g++-0024	HOST-MACHO-UNRESOLVED-REGION	tmp/phase3c-evidence/binary-region-ledger.tsv	host-macho-unresolved-region	Phase 3c region classification=UNRESOLVED	bind the equivalent V2 interval to terminal feature evidence or rule the pure host interval out of target-artifact/literal gate	RULED-OUT-OF-GATE	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L1-REG-WCH-ref__gcc__darwin-arm64__15_2_0__bin__g++-0024	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L1-REG-WCH-ref__gcc__darwin-arm64__15_2_0__bin__g++-0024;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-path-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/host-byte-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/decision-record.tsv::P3F-T5-HOST-MACHO;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-space-candidates.tsv	group=GCC-DRIVER;side=WCH;path=ref/gcc/darwin-arm64/15.2.0/bin/riscv32-wch-elf-g++;offset=735360..737184;closure_event=P3F-EVENT-1828;After all 1,340 functional intervals were terminally adjudicated (748 feature-mapped, 388 host-ABI, 204 host-data) and negative-space candidates mapped, the remaining historical whole-host attribution obligation is outside the target-artifact/observable-literal gate.;Rule anchor: AGENTS.md observable boundary. Rejected alternative: full function attribution across 47 stripped Mach-O paths/four builds, at high cost without stronger target-artifact assurance. Each historical row has a one-to-one disposition; HOST-ZSTD retains L1-FEAT-ZSTD GAP evidence instead of a nonexistent V2 group pointer.
P3F-CLOSURE-0428	L1-REG-WCH-ref__gcc__darwin-arm64__15_2_0__bin__g++-0025	HOST-MACHO-UNRESOLVED-REGION	tmp/phase3c-evidence/binary-region-ledger.tsv	host-macho-unresolved-region	Phase 3c region classification=UNRESOLVED	bind the equivalent V2 interval to terminal feature evidence or rule the pure host interval out of target-artifact/literal gate	RULED-OUT-OF-GATE	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L1-REG-WCH-ref__gcc__darwin-arm64__15_2_0__bin__g++-0025	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L1-REG-WCH-ref__gcc__darwin-arm64__15_2_0__bin__g++-0025;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-path-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/host-byte-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/decision-record.tsv::P3F-T5-HOST-MACHO;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-space-candidates.tsv	group=GCC-DRIVER;side=WCH;path=ref/gcc/darwin-arm64/15.2.0/bin/riscv32-wch-elf-g++;offset=737184..737200;closure_event=P3F-EVENT-1829;After all 1,340 functional intervals were terminally adjudicated (748 feature-mapped, 388 host-ABI, 204 host-data) and negative-space candidates mapped, the remaining historical whole-host attribution obligation is outside the target-artifact/observable-literal gate.;Rule anchor: AGENTS.md observable boundary. Rejected alternative: full function attribution across 47 stripped Mach-O paths/four builds, at high cost without stronger target-artifact assurance. Each historical row has a one-to-one disposition; HOST-ZSTD retains L1-FEAT-ZSTD GAP evidence instead of a nonexistent V2 group pointer.
P3F-CLOSURE-0429	L1-REG-WCH-ref__gcc__darwin-arm64__15_2_0__bin__g++-0028	HOST-MACHO-UNRESOLVED-REGION	tmp/phase3c-evidence/binary-region-ledger.tsv	host-macho-unresolved-region	Phase 3c region classification=UNRESOLVED	bind the equivalent V2 interval to terminal feature evidence or rule the pure host interval out of target-artifact/literal gate	RULED-OUT-OF-GATE	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L1-REG-WCH-ref__gcc__darwin-arm64__15_2_0__bin__g++-0028	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L1-REG-WCH-ref__gcc__darwin-arm64__15_2_0__bin__g++-0028;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-path-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/host-byte-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/decision-record.tsv::P3F-T5-HOST-MACHO;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-space-candidates.tsv	group=GCC-DRIVER;side=WCH;path=ref/gcc/darwin-arm64/15.2.0/bin/riscv32-wch-elf-g++;offset=1437137..1437140;closure_event=P3F-EVENT-1830;After all 1,340 functional intervals were terminally adjudicated (748 feature-mapped, 388 host-ABI, 204 host-data) and negative-space candidates mapped, the remaining historical whole-host attribution obligation is outside the target-artifact/observable-literal gate.;Rule anchor: AGENTS.md observable boundary. Rejected alternative: full function attribution across 47 stripped Mach-O paths/four builds, at high cost without stronger target-artifact assurance. Each historical row has a one-to-one disposition; HOST-ZSTD retains L1-FEAT-ZSTD GAP evidence instead of a nonexistent V2 group pointer.
P3F-CLOSURE-0430	L1-REG-WCH-ref__gcc__darwin-arm64__15_2_0__bin__g++-0030	HOST-MACHO-UNRESOLVED-REGION	tmp/phase3c-evidence/binary-region-ledger.tsv	host-macho-unresolved-region	Phase 3c region classification=UNRESOLVED	bind the equivalent V2 interval to terminal feature evidence or rule the pure host interval out of target-artifact/literal gate	RULED-OUT-OF-GATE	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L1-REG-WCH-ref__gcc__darwin-arm64__15_2_0__bin__g++-0030	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L1-REG-WCH-ref__gcc__darwin-arm64__15_2_0__bin__g++-0030;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-path-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/host-byte-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/decision-record.tsv::P3F-T5-HOST-MACHO;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-space-candidates.tsv	group=GCC-DRIVER;side=WCH;path=ref/gcc/darwin-arm64/15.2.0/bin/riscv32-wch-elf-g++;offset=1446364..1446368;closure_event=P3F-EVENT-1831;After all 1,340 functional intervals were terminally adjudicated (748 feature-mapped, 388 host-ABI, 204 host-data) and negative-space candidates mapped, the remaining historical whole-host attribution obligation is outside the target-artifact/observable-literal gate.;Rule anchor: AGENTS.md observable boundary. Rejected alternative: full function attribution across 47 stripped Mach-O paths/four builds, at high cost without stronger target-artifact assurance. Each historical row has a one-to-one disposition; HOST-ZSTD retains L1-FEAT-ZSTD GAP evidence instead of a nonexistent V2 group pointer.
P3F-CLOSURE-0431	L1-REG-WCH-ref__gcc__darwin-arm64__15_2_0__bin__g++-0032	HOST-MACHO-UNRESOLVED-REGION	tmp/phase3c-evidence/binary-region-ledger.tsv	host-macho-unresolved-region	Phase 3c region classification=UNRESOLVED	bind the equivalent V2 interval to terminal feature evidence or rule the pure host interval out of target-artifact/literal gate	RULED-OUT-OF-GATE	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L1-REG-WCH-ref__gcc__darwin-arm64__15_2_0__bin__g++-0032	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L1-REG-WCH-ref__gcc__darwin-arm64__15_2_0__bin__g++-0032;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-path-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/host-byte-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/decision-record.tsv::P3F-T5-HOST-MACHO;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-space-candidates.tsv	group=GCC-DRIVER;side=WCH;path=ref/gcc/darwin-arm64/15.2.0/bin/riscv32-wch-elf-g++;offset=1507316..1507328;closure_event=P3F-EVENT-1832;After all 1,340 functional intervals were terminally adjudicated (748 feature-mapped, 388 host-ABI, 204 host-data) and negative-space candidates mapped, the remaining historical whole-host attribution obligation is outside the target-artifact/observable-literal gate.;Rule anchor: AGENTS.md observable boundary. Rejected alternative: full function attribution across 47 stripped Mach-O paths/four builds, at high cost without stronger target-artifact assurance. Each historical row has a one-to-one disposition; HOST-ZSTD retains L1-FEAT-ZSTD GAP evidence instead of a nonexistent V2 group pointer.
P3F-CLOSURE-0432	L1-REG-WCH-ref__gcc__darwin-arm64__15_2_0__bin__g++-0035	HOST-MACHO-UNRESOLVED-REGION	tmp/phase3c-evidence/binary-region-ledger.tsv	host-macho-unresolved-region	Phase 3c region classification=UNRESOLVED	bind the equivalent V2 interval to terminal feature evidence or rule the pure host interval out of target-artifact/literal gate	RULED-OUT-OF-GATE	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L1-REG-WCH-ref__gcc__darwin-arm64__15_2_0__bin__g++-0035	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L1-REG-WCH-ref__gcc__darwin-arm64__15_2_0__bin__g++-0035;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-path-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/host-byte-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/decision-record.tsv::P3F-T5-HOST-MACHO;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-space-candidates.tsv	group=GCC-DRIVER;side=WCH;path=ref/gcc/darwin-arm64/15.2.0/bin/riscv32-wch-elf-g++;offset=1762520..1769472;closure_event=P3F-EVENT-1833;After all 1,340 functional intervals were terminally adjudicated (748 feature-mapped, 388 host-ABI, 204 host-data) and negative-space candidates mapped, the remaining historical whole-host attribution obligation is outside the target-artifact/observable-literal gate.;Rule anchor: AGENTS.md observable boundary. Rejected alternative: full function attribution across 47 stripped Mach-O paths/four builds, at high cost without stronger target-artifact assurance. Each historical row has a one-to-one disposition; HOST-ZSTD retains L1-FEAT-ZSTD GAP evidence instead of a nonexistent V2 group pointer.
P3F-CLOSURE-0433	L1-REG-WCH-ref__gcc__darwin-arm64__15_2_0__bin__g++-0037	HOST-MACHO-UNRESOLVED-REGION	tmp/phase3c-evidence/binary-region-ledger.tsv	host-macho-unresolved-region	Phase 3c region classification=UNRESOLVED	bind the equivalent V2 interval to terminal feature evidence or rule the pure host interval out of target-artifact/literal gate	RULED-OUT-OF-GATE	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L1-REG-WCH-ref__gcc__darwin-arm64__15_2_0__bin__g++-0037	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L1-REG-WCH-ref__gcc__darwin-arm64__15_2_0__bin__g++-0037;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-path-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/host-byte-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/decision-record.tsv::P3F-T5-HOST-MACHO;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-space-candidates.tsv	group=GCC-DRIVER;side=WCH;path=ref/gcc/darwin-arm64/15.2.0/bin/riscv32-wch-elf-g++;offset=1772240..1785856;closure_event=P3F-EVENT-1834;After all 1,340 functional intervals were terminally adjudicated (748 feature-mapped, 388 host-ABI, 204 host-data) and negative-space candidates mapped, the remaining historical whole-host attribution obligation is outside the target-artifact/observable-literal gate.;Rule anchor: AGENTS.md observable boundary. Rejected alternative: full function attribution across 47 stripped Mach-O paths/four builds, at high cost without stronger target-artifact assurance. Each historical row has a one-to-one disposition; HOST-ZSTD retains L1-FEAT-ZSTD GAP evidence instead of a nonexistent V2 group pointer.
P3F-CLOSURE-0434	L1-REG-WCH-ref__gcc__darwin-arm64__15_2_0__bin__gcc-0022	HOST-MACHO-UNRESOLVED-REGION	tmp/phase3c-evidence/binary-region-ledger.tsv	host-macho-unresolved-region	Phase 3c region classification=UNRESOLVED	bind the equivalent V2 interval to terminal feature evidence or rule the pure host interval out of target-artifact/literal gate	RULED-OUT-OF-GATE	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L1-REG-WCH-ref__gcc__darwin-arm64__15_2_0__bin__gcc-0022	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L1-REG-WCH-ref__gcc__darwin-arm64__15_2_0__bin__gcc-0022;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-path-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/host-byte-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/decision-record.tsv::P3F-T5-HOST-MACHO;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-space-candidates.tsv	group=GCC-DRIVER;side=WCH;path=ref/gcc/darwin-arm64/15.2.0/bin/riscv32-wch-elf-gcc;offset=1824..2232;closure_event=P3F-EVENT-1835;After all 1,340 functional intervals were terminally adjudicated (748 feature-mapped, 388 host-ABI, 204 host-data) and negative-space candidates mapped, the remaining historical whole-host attribution obligation is outside the target-artifact/observable-literal gate.;Rule anchor: AGENTS.md observable boundary. Rejected alternative: full function attribution across 47 stripped Mach-O paths/four builds, at high cost without stronger target-artifact assurance. Each historical row has a one-to-one disposition; HOST-ZSTD retains L1-FEAT-ZSTD GAP evidence instead of a nonexistent V2 group pointer.
P3F-CLOSURE-0435	L1-REG-WCH-ref__gcc__darwin-arm64__15_2_0__bin__gcc-0024	HOST-MACHO-UNRESOLVED-REGION	tmp/phase3c-evidence/binary-region-ledger.tsv	host-macho-unresolved-region	Phase 3c region classification=UNRESOLVED	bind the equivalent V2 interval to terminal feature evidence or rule the pure host interval out of target-artifact/literal gate	RULED-OUT-OF-GATE	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L1-REG-WCH-ref__gcc__darwin-arm64__15_2_0__bin__gcc-0024	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L1-REG-WCH-ref__gcc__darwin-arm64__15_2_0__bin__gcc-0024;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-path-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/host-byte-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/decision-record.tsv::P3F-T5-HOST-MACHO;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-space-candidates.tsv	group=GCC-DRIVER;side=WCH;path=ref/gcc/darwin-arm64/15.2.0/bin/riscv32-wch-elf-gcc;offset=719328..721152;closure_event=P3F-EVENT-1836;After all 1,340 functional intervals were terminally adjudicated (748 feature-mapped, 388 host-ABI, 204 host-data) and negative-space candidates mapped, the remaining historical whole-host attribution obligation is outside the target-artifact/observable-literal gate.;Rule anchor: AGENTS.md observable boundary. Rejected alternative: full function attribution across 47 stripped Mach-O paths/four builds, at high cost without stronger target-artifact assurance. Each historical row has a one-to-one disposition; HOST-ZSTD retains L1-FEAT-ZSTD GAP evidence instead of a nonexistent V2 group pointer.
P3F-CLOSURE-0436	L1-REG-WCH-ref__gcc__darwin-arm64__15_2_0__bin__gcc-0025	HOST-MACHO-UNRESOLVED-REGION	tmp/phase3c-evidence/binary-region-ledger.tsv	host-macho-unresolved-region	Phase 3c region classification=UNRESOLVED	bind the equivalent V2 interval to terminal feature evidence or rule the pure host interval out of target-artifact/literal gate	RULED-OUT-OF-GATE	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L1-REG-WCH-ref__gcc__darwin-arm64__15_2_0__bin__gcc-0025	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L1-REG-WCH-ref__gcc__darwin-arm64__15_2_0__bin__gcc-0025;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-path-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/host-byte-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/decision-record.tsv::P3F-T5-HOST-MACHO;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-space-candidates.tsv	group=GCC-DRIVER;side=WCH;path=ref/gcc/darwin-arm64/15.2.0/bin/riscv32-wch-elf-gcc;offset=721152..721168;closure_event=P3F-EVENT-1837;After all 1,340 functional intervals were terminally adjudicated (748 feature-mapped, 388 host-ABI, 204 host-data) and negative-space candidates mapped, the remaining historical whole-host attribution obligation is outside the target-artifact/observable-literal gate.;Rule anchor: AGENTS.md observable boundary. Rejected alternative: full function attribution across 47 stripped Mach-O paths/four builds, at high cost without stronger target-artifact assurance. Each historical row has a one-to-one disposition; HOST-ZSTD retains L1-FEAT-ZSTD GAP evidence instead of a nonexistent V2 group pointer.
P3F-CLOSURE-0437	L1-REG-WCH-ref__gcc__darwin-arm64__15_2_0__bin__gcc-0028	HOST-MACHO-UNRESOLVED-REGION	tmp/phase3c-evidence/binary-region-ledger.tsv	host-macho-unresolved-region	Phase 3c region classification=UNRESOLVED	bind the equivalent V2 interval to terminal feature evidence or rule the pure host interval out of target-artifact/literal gate	RULED-OUT-OF-GATE	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L1-REG-WCH-ref__gcc__darwin-arm64__15_2_0__bin__gcc-0028	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L1-REG-WCH-ref__gcc__darwin-arm64__15_2_0__bin__gcc-0028;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-path-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/host-byte-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/decision-record.tsv::P3F-T5-HOST-MACHO;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-space-candidates.tsv	group=GCC-DRIVER;side=WCH;path=ref/gcc/darwin-arm64/15.2.0/bin/riscv32-wch-elf-gcc;offset=1420878..1420880;closure_event=P3F-EVENT-1838;After all 1,340 functional intervals were terminally adjudicated (748 feature-mapped, 388 host-ABI, 204 host-data) and negative-space candidates mapped, the remaining historical whole-host attribution obligation is outside the target-artifact/observable-literal gate.;Rule anchor: AGENTS.md observable boundary. Rejected alternative: full function attribution across 47 stripped Mach-O paths/four builds, at high cost without stronger target-artifact assurance. Each historical row has a one-to-one disposition; HOST-ZSTD retains L1-FEAT-ZSTD GAP evidence instead of a nonexistent V2 group pointer.
P3F-CLOSURE-0438	L1-REG-WCH-ref__gcc__darwin-arm64__15_2_0__bin__gcc-0031	HOST-MACHO-UNRESOLVED-REGION	tmp/phase3c-evidence/binary-region-ledger.tsv	host-macho-unresolved-region	Phase 3c region classification=UNRESOLVED	bind the equivalent V2 interval to terminal feature evidence or rule the pure host interval out of target-artifact/literal gate	RULED-OUT-OF-GATE	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L1-REG-WCH-ref__gcc__darwin-arm64__15_2_0__bin__gcc-0031	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L1-REG-WCH-ref__gcc__darwin-arm64__15_2_0__bin__gcc-0031;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-path-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/host-byte-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/decision-record.tsv::P3F-T5-HOST-MACHO;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-space-candidates.tsv	group=GCC-DRIVER;side=WCH;path=ref/gcc/darwin-arm64/15.2.0/bin/riscv32-wch-elf-gcc;offset=1490932..1490944;closure_event=P3F-EVENT-1839;After all 1,340 functional intervals were terminally adjudicated (748 feature-mapped, 388 host-ABI, 204 host-data) and negative-space candidates mapped, the remaining historical whole-host attribution obligation is outside the target-artifact/observable-literal gate.;Rule anchor: AGENTS.md observable boundary. Rejected alternative: full function attribution across 47 stripped Mach-O paths/four builds, at high cost without stronger target-artifact assurance. Each historical row has a one-to-one disposition; HOST-ZSTD retains L1-FEAT-ZSTD GAP evidence instead of a nonexistent V2 group pointer.
P3F-CLOSURE-0439	L1-REG-WCH-ref__gcc__darwin-arm64__15_2_0__bin__gcc-0034	HOST-MACHO-UNRESOLVED-REGION	tmp/phase3c-evidence/binary-region-ledger.tsv	host-macho-unresolved-region	Phase 3c region classification=UNRESOLVED	bind the equivalent V2 interval to terminal feature evidence or rule the pure host interval out of target-artifact/literal gate	RULED-OUT-OF-GATE	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L1-REG-WCH-ref__gcc__darwin-arm64__15_2_0__bin__gcc-0034	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L1-REG-WCH-ref__gcc__darwin-arm64__15_2_0__bin__gcc-0034;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-path-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/host-byte-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/decision-record.tsv::P3F-T5-HOST-MACHO;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-space-candidates.tsv	group=GCC-DRIVER;side=WCH;path=ref/gcc/darwin-arm64/15.2.0/bin/riscv32-wch-elf-gcc;offset=1746136..1753088;closure_event=P3F-EVENT-1840;After all 1,340 functional intervals were terminally adjudicated (748 feature-mapped, 388 host-ABI, 204 host-data) and negative-space candidates mapped, the remaining historical whole-host attribution obligation is outside the target-artifact/observable-literal gate.;Rule anchor: AGENTS.md observable boundary. Rejected alternative: full function attribution across 47 stripped Mach-O paths/four builds, at high cost without stronger target-artifact assurance. Each historical row has a one-to-one disposition; HOST-ZSTD retains L1-FEAT-ZSTD GAP evidence instead of a nonexistent V2 group pointer.
P3F-CLOSURE-0440	L1-REG-WCH-ref__gcc__darwin-arm64__15_2_0__bin__gcc-0036	HOST-MACHO-UNRESOLVED-REGION	tmp/phase3c-evidence/binary-region-ledger.tsv	host-macho-unresolved-region	Phase 3c region classification=UNRESOLVED	bind the equivalent V2 interval to terminal feature evidence or rule the pure host interval out of target-artifact/literal gate	RULED-OUT-OF-GATE	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L1-REG-WCH-ref__gcc__darwin-arm64__15_2_0__bin__gcc-0036	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L1-REG-WCH-ref__gcc__darwin-arm64__15_2_0__bin__gcc-0036;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-path-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/host-byte-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/decision-record.tsv::P3F-T5-HOST-MACHO;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-space-candidates.tsv	group=GCC-DRIVER;side=WCH;path=ref/gcc/darwin-arm64/15.2.0/bin/riscv32-wch-elf-gcc;offset=1755856..1769472;closure_event=P3F-EVENT-1841;After all 1,340 functional intervals were terminally adjudicated (748 feature-mapped, 388 host-ABI, 204 host-data) and negative-space candidates mapped, the remaining historical whole-host attribution obligation is outside the target-artifact/observable-literal gate.;Rule anchor: AGENTS.md observable boundary. Rejected alternative: full function attribution across 47 stripped Mach-O paths/four builds, at high cost without stronger target-artifact assurance. Each historical row has a one-to-one disposition; HOST-ZSTD retains L1-FEAT-ZSTD GAP evidence instead of a nonexistent V2 group pointer.
P3F-CLOSURE-0441	L1-REG-WCH-ref__gcc__darwin-arm64__15_2_0__bin__gcc-15_2_0-0022	HOST-MACHO-UNRESOLVED-REGION	tmp/phase3c-evidence/binary-region-ledger.tsv	host-macho-unresolved-region	Phase 3c region classification=UNRESOLVED	bind the equivalent V2 interval to terminal feature evidence or rule the pure host interval out of target-artifact/literal gate	RULED-OUT-OF-GATE	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L1-REG-WCH-ref__gcc__darwin-arm64__15_2_0__bin__gcc-15_2_0-0022	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L1-REG-WCH-ref__gcc__darwin-arm64__15_2_0__bin__gcc-15_2_0-0022;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-path-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/host-byte-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/decision-record.tsv::P3F-T5-HOST-MACHO;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-space-candidates.tsv	group=GCC-DRIVER;side=WCH;path=ref/gcc/darwin-arm64/15.2.0/bin/riscv32-wch-elf-gcc-15.2.0;offset=1824..2232;closure_event=P3F-EVENT-1842;After all 1,340 functional intervals were terminally adjudicated (748 feature-mapped, 388 host-ABI, 204 host-data) and negative-space candidates mapped, the remaining historical whole-host attribution obligation is outside the target-artifact/observable-literal gate.;Rule anchor: AGENTS.md observable boundary. Rejected alternative: full function attribution across 47 stripped Mach-O paths/four builds, at high cost without stronger target-artifact assurance. Each historical row has a one-to-one disposition; HOST-ZSTD retains L1-FEAT-ZSTD GAP evidence instead of a nonexistent V2 group pointer.
P3F-CLOSURE-0442	L1-REG-WCH-ref__gcc__darwin-arm64__15_2_0__bin__gcc-15_2_0-0024	HOST-MACHO-UNRESOLVED-REGION	tmp/phase3c-evidence/binary-region-ledger.tsv	host-macho-unresolved-region	Phase 3c region classification=UNRESOLVED	bind the equivalent V2 interval to terminal feature evidence or rule the pure host interval out of target-artifact/literal gate	RULED-OUT-OF-GATE	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L1-REG-WCH-ref__gcc__darwin-arm64__15_2_0__bin__gcc-15_2_0-0024	tmp/phase3f-evidence/agents/binary-analysis/host-t5/historical-region-disposition.tsv::L1-REG-WCH-ref__gcc__darwin-arm64__15_2_0__bin__gcc-15_2_0-0024;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-path-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/host-byte-disposition.tsv;tmp/phase3f-evidence/agents/binary-analysis/host-t5/decision-record.tsv::P3F-T5-HOST-MACHO;tmp/phase3f-evidence/agents/binary-analysis/host-t5/negative-space-candidates.tsv	group=GCC-DRIVER;side=WCH;path=ref/gcc/darwin-arm64/15.2.0/bin/riscv32-wch-elf-gcc-15.2.0;offset=719328..721152;closure_event=P3F-EVENT-1843;After all 1,340 functional intervals were terminally adjudicated (748 feature-mapped, 388 host-ABI, 204 host-data) and negative-space candidates mapped, the remaining historical whole-host attribution obligation is outside the target-artifact/observable-literal gate.;Rule anchor: AGENTS.md observable boundary. Rejected alternative: full function attribution across 47 stripped Mach-O paths/four builds, at high cost without stronger target-artifact assurance. Each historical row has a one-to-one disposition; HOST-ZSTD retains L1-FEAT-ZSTD GAP evidence instead of a nonexistent V2 group pointer.
